Species number,Scientific name,Kingdom,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Section,Subsection,Superfamily,Above family,Family,Subfamily,Tribe,Supergenus,Genus,Subgenus,Species,Subspecies,Synonyms,Scientific name author,Habitat-Biology,Overall geographic range,Min depth (m),Max depth (m),Polygon,Source,References,Endnotes,Author,Year,Changes from the book,URL
Spp-37-0001,Arenicola cristata,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Arenicolidae,,,,Arenicola,,cristata,,,Stimpson,"soft substrate (muds, sands, clays); burrower or borer",Widely distributed,0,2,A1; B1,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",35,,Stimpson,1856,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0001
Spp-37-0002,Barantolla cf. lepte,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Barantolla,,cf. lepte,,,Hutchings,"soft substrate (muds, sands, clays); burrower or borer","New South Wales, Gulf of Mexico",10,10,A2; B2,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",16,,Hutchings,1974,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0002
Spp-37-0003,Capitella capitata,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Capitella,,capitata,,,Fabricius,"soft substrate (muds, sands, clays); burrower or borer",Widely distributed,1,54,A1; A2; B1; B2; E1; E2; F1; F2; G1; G2; H1; H2,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","16, 95",,Fabricius,1780,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0003
Spp-37-0004,Dasybranchus lumbricoides,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Dasybranchus,,lumbricoides,,,Grube,"soft substrate (muds, sands, clays); burrower or borer","Philippine Islands, widespread in tropical and subtropical waters",18,91,A2; A3; B2; B3; E2; E3; F2; F3; G2; G3; H2; H3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",16,,Grube,1878,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0004
Spp-37-0005,Dasybranchus lunulatus,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Dasybranchus,,lunulatus,,,Ehlers,"soft substrate (muds, sands, clays); burrower or borer","North Carolina to Gulf of Mexico, Caribbean Sea",0,4,A1; B1; C1; D1; E1; F1,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",16,,Ehlers,1887,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0005
Spp-37-0006,Decamastus gracilis,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Decamastus,,gracilis,,,Hartman,"soft substrate (muds, sands, clays); burrower or borer","Southern California, Gulf of Mexico",43,43,A2; B2; E2; F2,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","16, 95",,Hartman,1963,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0006
Spp-37-0007,Heteromastus filiformis,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Heteromastus,,filiformis,,,Claparède,"soft substrate (muds, sands, clays); burrower or borer",Widely distributed,0,4,A1; B1; E1; F1,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","16, 95",,Claparède,1864,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0007
Spp-37-0008,Leiocapitella glabra,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Leiocapitella,,glabra,,,Hartman,"soft substrate (muds, sands, clays); burrower or borer","Southern California, Gulf of California, Gulf of Mexico",65,65,G3; H3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",16,,Hartman,1947,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0008
Spp-37-0009,Leiochrides pallidior,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Leiochrides,,pallidior,,,Chamberlin,"soft substrate (muds, sands, clays); burrower or borer","California, Gulf of Mexico",1,2,A1; B1,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",16,,Chamberlin,1918,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0009
Spp-37-0010,Mastobranchus variabilis,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Mastobranchus,,variabilis,,,Ewing,"soft substrate (muds, sands, clays); burrower or borer; endemic to Gulf of Mexico",Gulf of Mexico only,10,58,A2; B2; E2; F2,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",17,,Ewing,1984,"Added keyword ""endemic to Gulf of Mexico""",http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0010
Spp-37-0011,Mediomastus ambiseta,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Mediomastus,,ambiseta,,,Hartman,"soft substrate (muds, sands, clays); burrower or borer","Southern California, Gulf of Mexico",1,4,A1; B1,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",16,,Hartman,1947,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0011
Spp-37-0012,Mediomastus californiensis,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Mediomastus,,californiensis,,,Hartman,"soft substrate (muds, sands, clays); burrower or borer",Widely distributed,1,53,A1; A2; B1; B2; E1; E2; F1; F2; G1; G2; H1; H2,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","16 ,95",,Hartman,1944,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0012
Spp-37-0013,Notomastus americanus,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Notomastus,,americanus,,,Day,"soft substrate (muds, sands, clays); burrower or borer","North Carolina, Gulf of Mexico",5,82,A1; A2; A3; B1; B2; B3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",16,,Day,1973,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0013
Spp-37-0014,Notomastus daueri,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Notomastus,,daueri,,,Ewing,"soft substrate (muds, sands, clays); burrower or borer; endemic to Gulf of Mexico",Gulf of Mexico only,5,81,A1; A2; A3; B1; B2; B3; C1; C2; C3; D1; D2; D3; E1; E2; E3; F1; F2; F3; G1; G2; G3; H1; H2; H3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","14, 16, 95",,Ewing,1982,"Added keyword ""endemic to Gulf of Mexico""",http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0014
Spp-37-0015,Notomastus hemipodus,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Notomastus,,hemipodus,,,Hartman,"soft substrate (muds, sands, clays); burrower or borer","California, North Carolina, Gulf of Mexico",11,37,A2; B2; C2; D2; E2; F2; G2; H2,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","16, 95",,Hartman,1945,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0015
Spp-37-0016,Notomastus latericeus,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Notomastus,,latericeus,,,Sars,"soft substrate (muds, sands, clays)",Widely distributed,1,87,A1; A2; A3; B1; B2; B3; C1; C2; C3; D1; D2; D3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",16,,Sars,1851,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0016
Spp-37-0017,Notomastus lineatus,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Notomastus,,lineatus,,,Claparède,"soft substrate (muds, sands, clays); burrower or borer",Widely distributed,43,43,A2; B2; E2; F2,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","16, 95",,Claparède,1870,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0017
Spp-37-0018,Notomastus lobatus,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Notomastus,,lobatus,,,Hartman,"soft substrate (muds, sands, clays); burrower or borer","North Carolina, southern California and western Mexico, Gulf of Mexico",4,82,A1; A2; A3; B1; B2; B3; E1; E2; E3; F1; F2; F3; G1; G2; G3; H1; H2; H3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","16, 95",,Hartman,1947,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0018
Spp-37-0019,Notomastus tenuis,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Notomastus,,tenuis,,,Moore,"soft substrate (muds, sands, clays); burrower or borer","Canada to California, Gulf of Mexico",4,82,A1; A2; A3; B1; B2; B3; E1; E2; E3; F1; F2; F3; G1; G2; G3; H1; H2; H3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","16, 95",,Moore,1909,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0019
Spp-37-0020,Peresiella spathulata,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Peresiella,,spathulata,,,Ewing,"soft substrate (muds, sands, clays); burrower or borer; endemic to Gulf of Mexico",Gulf of Mexico only,87,106,A3; B3; E3; F3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","16, 17, 95",,Ewing,1984,"Added keyword ""endemic to Gulf of Mexico""",http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0020
Spp-37-0021,Scyphoproctus platyproctus,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Capitellidae,,,,Scyphoproctus,,platyproctus,,,Jones,"soft substrate (muds, sands, clays); burrower or borer; endemic to Gulf of Mexico",Gulf of Mexico only,36,37,A2; B2,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",16,,Jones,1961,"Added keyword ""endemic to Gulf of Mexico""",http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0021
Spp-37-0022,Cossura delta,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Cossuridae,,,,Cossura,,delta,,,Reish,"soft substrate (muds, sands, clays); burrower or borer",Widely distributed,3,142,A1; A2; A3; B1; B2; B3; C1; C2; C3; D1; D2; D3; E1; E2; E3; F1; F2; F3; G1; G2; G3; H1; H2; H3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","15, 95",,Reish,1958,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0022
Spp-37-0023,Cossura longocirrata,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Cossuridae,,,,Cossura,,longocirrata,,,Webster and Benedict,"soft substrate (muds, sands, clays); burrower or borer",Widely distributed,146,146,A3; B3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",15,,Webster & Benedict,1887,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0023
Spp-37-0024,Cossura soyeri,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Cossuridae,,,,Cossura,,soyeri,,,Laubier,"soft substrate (muds, sands, clays); burrower or borer","Mediterranean Sea, North Carolina, Gulf of Mexico",4,145,A1; A2; A3; B1; B2; B3; C1; C2; C3; D1; D2; D3; E1; E2; E3; F1; F2; F3; G1; G2; G3; H1; H2; H3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","15, 95",,Laubier,1963,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0024
Spp-37-0025,Cossurella pseudakania,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Cossuridae,,,,Cossurella,,pseudakania,,,Ewing,"soft substrate (muds, sands, clays); burrower or borer; endemic to Gulf of Mexico",Gulf of Mexico only,104,117,G3; H3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","12, 18",,Ewing,1986,"Added keyword ""endemic to Gulf of Mexico""",http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0025
Spp-37-0026,Asychis carolinae,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Maldanidae,,,,Asychis,,carolinae,,,Day,"soft substrate (muds, sands, clays); tubicolous (tube formers)","North Carolina, Gulf of Mexico",7,7,A2; B2,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",125,,Day,1973,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0026
Spp-37-0027,Axiothella mucosa,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Maldanidae,,,,Axiothella,,mucosa,,,Andrews,"soft substrate (muds, sands, clays); tubicolous (tube formers)","Northwestern Atlantic, Gulf of Mexico",0,16,A1; A2; B1; B2,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",125,,Andrews,1891,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0027
Spp-37-0028,Boguea enigmatica,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Maldanidae,,,,Boguea,,enigmatica,,,Hartman,"soft substrate (muds, sands, clays); tubicolous (tube formers)","North Carolina, Gulf of Mexico",2,88,A1; A2; A3; B1; B2; B3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","122, 126",,Hartman,1945,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0028
Spp-37-0029,Boguella species indet.,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Maldanidae,,,,Boguella,,species indet.,,,,"soft substrate (muds, sands, clays); tubicolous (tube formers); endemic to Gulf of Mexico",Gulf of Mexico,5,88,A1; A2; A3; B1; B2; B3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","122, 126",,,,"Added keyword ""endemic to Gulf of Mexico""",http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0029
Spp-37-0030,Clymenella torquata,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Maldanidae,,,,Clymenella,,torquata,,,Leidy,"soft substrate (muds, sands, clays); tubicolous (tube formers)","New England to Florida, west coast of Great Britain, Gulf of Mexico",0,175,A1; A2; A3; B1; B2; B3; C1; C2; C3; D1; D2; D3; E1; E2; E3; F1; F2; F3; G1; G2; G3; H1; H2; H3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","95, 125",,Leidy,1855,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0030
Spp-37-0031,Euclymene species indet.,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Maldanidae,,,,Euclymene,,species indet.,,,,"soft substrate (muds, sands, clays); tubicolous (tube formers); endemic to Gulf of Mexico",Gulf of Mexico,2,43,A1; A2; B1; B2,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",125,,,,"Added keyword ""endemic to Gulf of Mexico""",http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0031
Spp-37-0032,Macroclymene zonalis,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Maldanidae,,,,Macroclymene,,zonalis,,,Verrill,"soft substrate (muds, sands, clays); tubicolous (tube formers)","New England to Florida, Gulf of Mexico",16,16,A2; B2,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",125,,Verrill,1874,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0032
Spp-37-0033,Maldane glebifex,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Maldanidae,,,,Maldane,,glebifex,,,Grube,"soft substrate (muds, sands, clays); tubicolous (tube formers)","Widely distributed, warm water",1,3,A1; B1,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",125,,Grube,1860,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0033
Spp-37-0034,Maldane sarsi,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Maldanidae,,,,Maldane,,sarsi,,,Malmgren,"soft substrate (muds, sands, clays); tubicolous (tube formers)",Widely distributed,0,11,A1; A2; B1; B2,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",125,,Malmgren,1865,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0034
Spp-37-0035,Praxillella species indet.,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Maldanidae,,,,Praxillella,,species indet.,,,,"soft substrate (muds, sands, clays); tubicolous (tube formers); endemic to Gulf of Mexico",Gulf of Mexico,16,16,A2; B2,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",125,,,,"Added keyword ""endemic to Gulf of Mexico""",http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0035
Spp-37-0036,Sabacos elongatus,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Maldanidae,,,,Sabacos,,elongatus,,,Verrill,"soft substrate (muds, sands, clays); tubicolous (tube formers)","Maine to Florida, Belize, California, Gulf of Mexico",0,121,A1; A2; A3; B1; B2; B3; C1; C2; C3; D1; D2; D3; E1; E2; E3; F1; F2; F3; G1; G2; G3; H1; H2; H3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","95, 125",,Verrill,1873,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0036
Spp-37-0037,Armandia agilis,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Opheliidae,,,,Armandia,,agilis,,,Andrews,"soft substrate (muds, sands, clays)","North Carolina, Bahamas, Gulf of Mexico",5,106,A1; A2; A3; B1; B2; B3; C1; C2; C3; D1; D2; D3; E1; E2; E3; F1; F2; F3; G1; G2; G3; H1; H2; H3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","95, 107",,Andrews,1891,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0037
Spp-37-0038,Armandia maculata,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Opheliidae,,,,Armandia,,maculata,,,Webster,"soft substrate (muds, sands, clays)","Bermuda, North Carolina, Gulf of Mexico",5,189,A1; A2; A3; B1; B2; B3; C1; C2; C3; D1; D2; D3; E1; E2; E3; F1; F2; F3; G1; G2; G3; H1; H2; H3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","95, 107",,Webster,1884,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0038
Spp-37-0039,Ophelia denticulata,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Opheliidae,,,,Ophelia,,denticulata,,,Verrill,"soft substrate (muds, sands, clays)","Coasts of England and France, Maine to North Carolina, Gulf of Mexico",10,20,A2; B2; E2; F2,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","95, 107",,Verrill,1875,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0039
Spp-37-0040,Ophelina acuminata,Animalia,Annelida,,Polychaeta,Scolecida,,,,,,,,,,Opheliidae,,,,Ophelina,,acuminata,,,Örsted,"soft substrate (muds, sands, clays)",Widely distributed,14,106,A2; A3; B2; B3; E2; E3; F2; F3,"Fauchald, K., A. Granados-Barba, and V. Solís-Weiss. 2009. Polychaeta (Annelida) of the Gulf of Mexico, Pp. 751–788 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","95, 107",,Örsted,1842,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-37-0040
