Species number,Scientific name,Kingdom,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Section,Subsection,Superfamily,Above family,Family,Subfamily,Tribe,Supergenus,Genus,Subgenus,Species,Subspecies,Synonyms,Scientific name author,Habitat-Biology,Overall geographic range,Min depth (m),Max depth (m),Polygon,Source,References,Endnotes,Author,Year,Changes from the book,URL
Spp-67-0003,Pedicellina cernua,Animalia,Entoprocta,,,,,,,,,,,,,Pedicellinidae,,,,Pedicellina,,cernua,,,Pallas,benthic; bay and nearshore; hard substrate,cosmopolitan,1,16,C1; C2; D1; D2,"Nielsen, C. 2009. Entoprocta of the Gulf of Mexico, Pp. 1143–1145 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","1, 6",,Pallas,1774,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-67-0003
Spp-67-0005,Barentsia discreta,Animalia,Entoprocta,,,,,,,,,,,,,Barentsiidae,,,,Barentsia,,discreta,,,Busk,benthic; bay and nearshore; hard substrate,cosmopolitan,30,30,C2; D2,"Nielsen, C. 2009. Entoprocta of the Gulf of Mexico, Pp. 1143–1145 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","1, 6",,Busk,1886,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-67-0005
