Species number,Scientific name,Kingdom,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Section,Subsection,Superfamily,Above family,Family,Subfamily,Tribe,Supergenus,Genus,Subgenus,Species,Subspecies,Synonyms,Scientific name author,Habitat-Biology,Overall geographic range,Min depth (m),Max depth (m),Polygon,Source,References,Endnotes,Author,Year,Changes from the book,URL
Spp-62-0002,Tubiluchus corallicola,Animalia,Priapulida,,,,,,,,,,,,,,,,,Tubiluchus,,corallicola,,,Land,"benthic; soft substrate (muds, sands, clays)","Gulf of Mexico, Caribbean, Barbados, Bermuda",0.5,20,C1; C2; D1; D2,"Shirley, T. C. 2009. Priapulida of the Gulf of Mexico, Pp. 1125–1126 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.",,1,Land,1968,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-62-0002
