Species number,Scientific name,Kingdom,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Section,Subsection,Superfamily,Above family,Family,Subfamily,Tribe,Supergenus,Genus,Subgenus,Species,Subspecies,Synonyms,Scientific name author,Habitat-Biology,Overall geographic range,Min depth (m),Max depth (m),Polygon,Source,References,Endnotes,Author,Year,Changes from the book,URL
Spp-64-0001,Echinoderes steineri,Animalia,Kinorhyncha,,,,,,Cyclorhagia,,,,,,,Echinoderidae,,,,Echinoderes,,steineri,,,Chitwood,"benthic; endemic to Gulf of Mexico; estuarine; soft substrate (muds, sands, clays)",known only from the Gulf of Mexico,1.3,1.3,G1; H1,"Shirley, T. C. 2009. Kinorhyncha of the Gulf of Mexico, Pp. 1129–1132 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","3, 9",,Chitwood,1951,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-64-0001
Spp-64-0002,Echinoderes cf. coulli,Animalia,Kinorhyncha,,,,,,Cyclorhagia,,,,,,,Echinoderidae,,,,Echinoderes,,cf. coulli,,,Higgins,"benthic; estuarine; soft substrate (muds, sands, clays); inshore","Southeastern U.S., Gulf of Mexico",0,10,A1; A2; B1; B2; G1; G2; H1; H2,"Shirley, T. C. 2009. Kinorhyncha of the Gulf of Mexico, Pp. 1129–1132 in Felder, D.L. and D.K. Camp (eds.), Gulf of Mexico–Origins, Waters, and Biota. Biodiversity. Texas A&M Press, College Station, Texas.","9, 16",,Higgins,1977,,http://gulfbase.org/biogomx/biospecies.php?species=Spp-64-0002
