V1,V2,V3
-98.4666666666667,31.4666666666667,433
-98.4,31.4666666666667,408
-98.3333333333333,31.4666666666667,407
-98.2666666666667,31.4666666666667,374
-98.2,31.4666666666667,408
-98.1333333333333,31.4666666666667,438
-98.0666666666667,31.4666666666667,392
-98,31.4666666666667,295
-97.9333333333333,31.4666666666667,319
-97.8666666666667,31.4666666666667,285
-97.8,31.4666666666667,258
-97.7333333333333,31.4666666666667,265
-97.6666666666667,31.4666666666667,289
-97.6,31.4666666666667,254
-97.5333333333333,31.4666666666667,267
-97.4666666666667,31.4666666666667,238
-97.4,31.4666666666667,211
-97.3333333333333,31.4666666666667,171
-97.2666666666667,31.4666666666667,219
-97.2,31.4666666666667,188
-97.1333333333333,31.4666666666667,146
-97.0666666666667,31.4666666666667,114
-97,31.4666666666667,127
-96.9333333333333,31.4666666666667,151
-96.8666666666667,31.4666666666667,150
-96.8,31.4666666666667,131
-96.7333333333333,31.4666666666667,135
-96.6666666666667,31.4666666666667,160
-96.6,31.4666666666667,153
-96.5333333333333,31.4666666666667,147
-96.4666666666667,31.4666666666667,138
-96.4,31.4666666666667,115
-96.3333333333333,31.4666666666667,123
-96.2666666666667,31.4666666666667,149
-96.2,31.4666666666667,162
-96.1333333333333,31.4666666666667,124
-96.0666666666667,31.4666666666667,109
-96,31.4666666666667,105
-95.9333333333333,31.4666666666667,88
-95.8666666666667,31.4666666666667,75
-95.8,31.4666666666667,108
-95.7333333333333,31.4666666666667,65
-95.6666666666667,31.4666666666667,84
-95.6,31.4666666666667,124
-95.5333333333333,31.4666666666667,130
-95.4666666666667,31.4666666666667,132
-95.4,31.4666666666667,129
-95.3333333333333,31.4666666666667,132
-95.2666666666667,31.4666666666667,118
-95.2,31.4666666666667,90
-95.1333333333333,31.4666666666667,99
-95.0666666666667,31.4666666666667,72
-95,31.4666666666667,75
-94.9333333333333,31.4666666666667,95
-94.8666666666667,31.4666666666667,101
-94.8,31.4666666666667,95
-94.7333333333333,31.4666666666667,67
-94.6666666666667,31.4666666666667,69
-94.6,31.4666666666667,63
-94.5333333333333,31.4666666666667,67
-94.4666666666667,31.4666666666667,93
-94.4,31.4666666666667,87
-94.3333333333333,31.4666666666667,66
-94.2666666666667,31.4666666666667,100
-94.2,31.4666666666667,117
-94.1333333333333,31.4666666666667,98
-94.0666666666667,31.4666666666667,112
-94,31.4666666666667,96
-93.9333333333333,31.4666666666667,116
-93.8666666666667,31.4666666666667,112
-93.8,31.4666666666667,73
-93.7333333333333,31.4666666666667,52
-93.6666666666667,31.4666666666667,77
-93.6,31.4666666666667,68
-93.5333333333333,31.4666666666667,102
