V1,V2,V3
-126.133333333333,51.2666666666667,817
-126.066666666667,51.2666666666667,1095
-126,51.2666666666667,1373
-125.933333333333,51.2666666666667,1858
-125.866666666667,51.2666666666667,1085
-125.8,51.2666666666667,1578
-125.733333333333,51.2666666666667,583
-125.666666666667,51.2666666666667,178
-125.6,51.2666666666667,1262
-125.533333333333,51.2666666666667,1621
-125.466666666667,51.2666666666667,961
-125.4,51.2666666666667,1735
-125.333333333333,51.2666666666667,1758
-125.266666666667,51.2666666666667,1215
-125.2,51.2666666666667,1667
-125.133333333333,51.2666666666667,1557
-125.066666666667,51.2666666666667,1561
-125,51.2666666666667,558
-124.933333333333,51.2666666666667,339
-124.866666666667,51.2666666666667,1013
-124.8,51.2666666666667,2061
-124.733333333333,51.2666666666667,2041
-124.666666666667,51.2666666666667,1349
-124.6,51.2666666666667,2577
-124.533333333333,51.2666666666667,1742
-124.466666666667,51.2666666666667,1731
-124.4,51.2666666666667,2092
-124.333333333333,51.2666666666667,2299
-124.266666666667,51.2666666666667,1951
-124.2,51.2666666666667,2062
-124.133333333333,51.2666666666667,1455
-124.066666666667,51.2666666666667,1172
-124,51.2666666666667,1297
-123.933333333333,51.2666666666667,1530
-123.866666666667,51.2666666666667,2194
-123.8,51.2666666666667,1696
-123.733333333333,51.2666666666667,1599
-123.666666666667,51.2666666666667,1744
-123.6,51.2666666666667,1331
-123.533333333333,51.2666666666667,2122
-123.466666666667,51.2666666666667,2258
-123.4,51.2666666666667,1855
-123.333333333333,51.2666666666667,2381
-123.266666666667,51.2666666666667,2277
-123.2,51.2666666666667,2066
-123.133333333333,51.2666666666667,1732
-123.066666666667,51.2666666666667,2020
-123,51.2666666666667,1864
-122.933333333333,51.2666666666667,1685
-122.866666666667,51.2666666666667,1905
-122.8,51.2666666666667,1659
-122.733333333333,51.2666666666667,1481
-122.666666666667,51.2666666666667,1555
-122.6,51.2666666666667,1599
-122.533333333333,51.2666666666667,1708
-122.466666666667,51.2666666666667,1538
-122.4,51.2666666666667,1868
-122.333333333333,51.2666666666667,1640
-122.266666666667,51.2666666666667,1455
-122.2,51.2666666666667,388
-122.133333333333,51.2666666666667,982
-122.066666666667,51.2666666666667,1080
-122,51.2666666666667,1121
-121.933333333333,51.2666666666667,1455
-121.866666666667,51.2666666666667,1842
-121.8,51.2666666666667,1293
-121.733333333333,51.2666666666667,1176
-121.666666666667,51.2666666666667,1130
-121.6,51.2666666666667,1116
-121.533333333333,51.2666666666667,1106
-129.466666666667,51.2,-280
-129.4,51.2,-283
-129.333333333333,51.2,-280
-129.266666666667,51.2,-248
-129.2,51.2,-180
-129.133333333333,51.2,-153
-129.066666666667,51.2,-141
-129,51.2,-132
-128.933333333333,51.2,-122
-128.866666666667,51.2,-118
-128.8,51.2,-104
-128.733333333333,51.2,-101
-128.666666666667,51.2,-144
-128.6,51.2,-167
-128.533333333333,51.2,-185
-128.466666666667,51.2,-193
-128.4,51.2,-190
-128.333333333333,51.2,-171
-128.266666666667,51.2,-129
-128.2,51.2,-105
-128.133333333333,51.2,-87
-128.066666666667,51.2,-67
-128,51.2,-116
-127.933333333333,51.2,-118
-127.866666666667,51.2,-101
-127.8,51.2,6
-127.733333333333,51.2,86
-127.666666666667,51.2,95
-127.6,51.2,215
-127.533333333333,51.2,139
-127.466666666667,51.2,128
-127.4,51.2,124
-127.333333333333,51.2,198
-127.266666666667,51.2,287
-127.2,51.2,185
-127.133333333333,51.2,557
-127.066666666667,51.2,632
-127,51.2,1138
-126.933333333333,51.2,140
-126.866666666667,51.2,1162
-126.8,51.2,1091
-126.733333333333,51.2,849
-126.666666666667,51.2,131
-126.6,51.2,1191
-126.533333333333,51.2,430
-126.466666666667,51.2,556
-126.4,51.2,1403
-126.333333333333,51.2,699
-126.266666666667,51.2,1549
-126.2,51.2,87
-126.133333333333,51.2,1581
-126.066666666667,51.2,529
-126,51.2,334
-125.933333333333,51.2,1484
-125.866666666667,51.2,2079
-125.8,51.2,1175
-125.733333333333,51.2,1902
-125.666666666667,51.2,695
-125.6,51.2,188
-125.533333333333,51.2,847
-125.466666666667,51.2,912
-125.4,51.2,1403
-125.333333333333,51.2,2350
-125.266666666667,51.2,1665
-125.2,51.2,1940
-125.133333333333,51.2,1422
-125.066666666667,51.2,335
-125,51.2,834
-124.933333333333,51.2,1545
-124.866666666667,51.2,1865
-124.8,51.2,1967
-124.733333333333,51.2,1681
-124.666666666667,51.2,2197
-124.6,51.2,2364
-124.533333333333,51.2,2162
-124.466666666667,51.2,2326
-124.4,51.2,2118
-124.333333333333,51.2,1941
-124.266666666667,51.2,1562
-124.2,51.2,1864
-124.133333333333,51.2,2294
-124.066666666667,51.2,1236
-124,51.2,1350
-123.933333333333,51.2,1487
-123.866666666667,51.2,2039
-123.8,51.2,2282
-123.733333333333,51.2,2472
-123.666666666667,51.2,1586
-123.6,51.2,1419
-123.533333333333,51.2,1747
-123.466666666667,51.2,1995
-123.4,51.2,2384
-123.333333333333,51.2,2478
-123.266666666667,51.2,2353
-123.2,51.2,1986
-123.133333333333,51.2,1888
-123.066666666667,51.2,2105
-123,51.2,1908
-122.933333333333,51.2,1851
-122.866666666667,51.2,1789
-122.8,51.2,1757
-122.733333333333,51.2,1668
-122.666666666667,51.2,1786
-122.6,51.2,1866
-122.533333333333,51.2,1994
-122.466666666667,51.2,1918
-122.4,51.2,1902
-122.333333333333,51.2,1702
-122.266666666667,51.2,1382
-122.2,51.2,1621
-122.133333333333,51.2,411
-122.066666666667,51.2,1118
-122,51.2,1354
-121.933333333333,51.2,1907
-121.866666666667,51.2,1983
-121.8,51.2,1703
-121.733333333333,51.2,1398
-121.666666666667,51.2,1233
-121.6,51.2,1146
-121.533333333333,51.2,1101
-129.466666666667,51.1333333333333,-278
-129.4,51.1333333333333,-236
-129.333333333333,51.1333333333333,-205
-129.266666666667,51.1333333333333,-176
-129.2,51.1333333333333,-147
-129.133333333333,51.1333333333333,-139
-129.066666666667,51.1333333333333,-128
-129,51.1333333333333,-116
-128.933333333333,51.1333333333333,-95
-128.866666666667,51.1333333333333,-80
-128.8,51.1333333333333,-72
-128.733333333333,51.1333333333333,-66
-128.666666666667,51.1333333333333,-102
-128.6,51.1333333333333,-122
-128.533333333333,51.1333333333333,-137
-128.466666666667,51.1333333333333,-162
-128.4,51.1333333333333,-175
-128.333333333333,51.1333333333333,-181
-128.266666666667,51.1333333333333,-168
-128.2,51.1333333333333,-157
-128.133333333333,51.1333333333333,-134
-128.066666666667,51.1333333333333,-142
-128,51.1333333333333,-115
-127.933333333333,51.1333333333333,-133
-127.866666666667,51.1333333333333,-111
-127.8,51.1333333333333,-96
-127.733333333333,51.1333333333333,-10
-127.666666666667,51.1333333333333,47
-127.6,51.1333333333333,95
-127.533333333333,51.1333333333333,80
-127.466666666667,51.1333333333333,253
-127.4,51.1333333333333,195
-127.333333333333,51.1333333333333,314
-127.266666666667,51.1333333333333,258
-127.2,51.1333333333333,247
-127.133333333333,51.1333333333333,43
-127.066666666667,51.1333333333333,93
-127,51.1333333333333,258
-126.933333333333,51.1333333333333,178
-126.866666666667,51.1333333333333,631
-126.8,51.1333333333333,842
-126.733333333333,51.1333333333333,90
-126.666666666667,51.1333333333333,818
-126.6,51.1333333333333,821
-126.533333333333,51.1333333333333,999
-126.466666666667,51.1333333333333,94
-126.4,51.1333333333333,893
-126.333333333333,51.1333333333333,1406
-126.266666666667,51.1333333333333,592
-126.2,51.1333333333333,871
-126.133333333333,51.1333333333333,1221
-126.066666666667,51.1333333333333,1388
-126,51.1333333333333,1176
-125.933333333333,51.1333333333333,1005
-125.866666666667,51.1333333333333,1451
-125.8,51.1333333333333,1655
-125.733333333333,51.1333333333333,412
-125.666666666667,51.1333333333333,1208
-125.6,51.1333333333333,39
-125.533333333333,51.1333333333333,793
-125.466666666667,51.1333333333333,1762
-125.4,51.1333333333333,1880
-125.333333333333,51.1333333333333,1952
-125.266666666667,51.1333333333333,1545
-125.2,51.1333333333333,1233
-125.133333333333,51.1333333333333,1167
-125.066666666667,51.1333333333333,705
-125,51.1333333333333,1169
-124.933333333333,51.1333333333333,974
-124.866666666667,51.1333333333333,1052
-124.8,51.1333333333333,1301
-124.733333333333,51.1333333333333,1932
-124.666666666667,51.1333333333333,2135
-124.6,51.1333333333333,2246
-124.533333333333,51.1333333333333,2405
-124.466666666667,51.1333333333333,1799
-124.4,51.1333333333333,1355
-124.333333333333,51.1333333333333,2230
-124.266666666667,51.1333333333333,1740
-124.2,51.1333333333333,2185
-124.133333333333,51.1333333333333,1396
-124.066666666667,51.1333333333333,1455
-124,51.1333333333333,2155
-123.933333333333,51.1333333333333,2150
-123.866666666667,51.1333333333333,2073
-123.8,51.1333333333333,2201
-123.733333333333,51.1333333333333,2248
-123.666666666667,51.1333333333333,2531
-123.6,51.1333333333333,2183
-123.533333333333,51.1333333333333,1413
-123.466666666667,51.1333333333333,1671
-123.4,51.1333333333333,1773
-123.333333333333,51.1333333333333,2082
-123.266666666667,51.1333333333333,2460
-123.2,51.1333333333333,2077
-123.133333333333,51.1333333333333,2017
-123.066666666667,51.1333333333333,2174
-123,51.1333333333333,2189
-122.933333333333,51.1333333333333,1803
-122.866666666667,51.1333333333333,1477
-122.8,51.1333333333333,1689
-122.733333333333,51.1333333333333,1777
-122.666666666667,51.1333333333333,1814
-122.6,51.1333333333333,1817
-122.533333333333,51.1333333333333,1845
-122.466666666667,51.1333333333333,2001
-122.4,51.1333333333333,2014
-122.333333333333,51.1333333333333,1976
-122.266666666667,51.1333333333333,1850
-122.2,51.1333333333333,1703
-122.133333333333,51.1333333333333,1143
-122.066666666667,51.1333333333333,393
-122,51.1333333333333,1037
-121.933333333333,51.1333333333333,1655
-121.866666666667,51.1333333333333,1867
-121.8,51.1333333333333,1903
-121.733333333333,51.1333333333333,1553
-121.666666666667,51.1333333333333,1388
-121.6,51.1333333333333,1163
-121.533333333333,51.1333333333333,844
-129.466666666667,51.0666666666667,-227
-129.4,51.0666666666667,-211
-129.333333333333,51.0666666666667,-181
-129.266666666667,51.0666666666667,-164
-129.2,51.0666666666667,-145
-129.133333333333,51.0666666666667,-129
-129.066666666667,51.0666666666667,-111
-129,51.0666666666667,-89
-128.933333333333,51.0666666666667,-74
-128.866666666667,51.0666666666667,-62
-128.8,51.0666666666667,-64
-128.733333333333,51.0666666666667,-64
-128.666666666667,51.0666666666667,-71
-128.6,51.0666666666667,-86
-128.533333333333,51.0666666666667,-100
-128.466666666667,51.0666666666667,-100
-128.4,51.0666666666667,-99
-128.333333333333,51.0666666666667,-118
-128.266666666667,51.0666666666667,-133
-128.2,51.0666666666667,-149
-128.133333333333,51.0666666666667,-159
-128.066666666667,51.0666666666667,-150
-128,51.0666666666667,-141
-127.933333333333,51.0666666666667,-137
-127.866666666667,51.0666666666667,-145
-127.8,51.0666666666667,-99
-127.733333333333,51.0666666666667,-7
-127.666666666667,51.0666666666667,-43
-127.6,51.0666666666667,12
-127.533333333333,51.0666666666667,19
-127.466666666667,51.0666666666667,64
-127.4,51.0666666666667,1
-127.333333333333,51.0666666666667,8
-127.266666666667,51.0666666666667,6
-127.2,51.0666666666667,6
-127.133333333333,51.0666666666667,10
-127.066666666667,51.0666666666667,117
-127,51.0666666666667,392
-126.933333333333,51.0666666666667,565
-126.866666666667,51.0666666666667,660
-126.8,51.0666666666667,270
-126.733333333333,51.0666666666667,133
-126.666666666667,51.0666666666667,60
-126.6,51.0666666666667,941
-126.533333333333,51.0666666666667,26
-126.466666666667,51.0666666666667,915
-126.4,51.0666666666667,672
-126.333333333333,51.0666666666667,447
-126.266666666667,51.0666666666667,503
-126.2,51.0666666666667,520
-126.133333333333,51.0666666666667,491
-126.066666666667,51.0666666666667,988
-126,51.0666666666667,967
-125.933333333333,51.0666666666667,793
-125.866666666667,51.0666666666667,1366
-125.8,51.0666666666667,586
-125.733333333333,51.0666666666667,474
-125.666666666667,51.0666666666667,890
-125.6,51.0666666666667,-183
-125.533333333333,51.0666666666667,1035
-125.466666666667,51.0666666666667,1163
-125.4,51.0666666666667,2192
-125.333333333333,51.0666666666667,2147
-125.266666666667,51.0666666666667,2195
-125.2,51.0666666666667,2089
-125.133333333333,51.0666666666667,1201
-125.066666666667,51.0666666666667,1509
-125,51.0666666666667,526
-124.933333333333,51.0666666666667,183
-124.866666666667,51.0666666666667,1364
-124.8,51.0666666666667,1367
-124.733333333333,51.0666666666667,1541
-124.666666666667,51.0666666666667,1817
-124.6,51.0666666666667,2038
-124.533333333333,51.0666666666667,2395
-124.466666666667,51.0666666666667,2281
-124.4,51.0666666666667,2142
-124.333333333333,51.0666666666667,1353
-124.266666666667,51.0666666666667,2290
-124.2,51.0666666666667,2183
-124.133333333333,51.0666666666667,1700
-124.066666666667,51.0666666666667,1942
-124,51.0666666666667,1206
-123.933333333333,51.0666666666667,2260
-123.866666666667,51.0666666666667,2186
-123.8,51.0666666666667,2551
-123.733333333333,51.0666666666667,2418
-123.666666666667,51.0666666666667,2169
-123.6,51.0666666666667,2062
-123.533333333333,51.0666666666667,2156
-123.466666666667,51.0666666666667,2403
-123.4,51.0666666666667,2150
-123.333333333333,51.0666666666667,1790
-123.266666666667,51.0666666666667,2262
-123.2,51.0666666666667,2017
-123.133333333333,51.0666666666667,2267
-123.066666666667,51.0666666666667,1944
-123,51.0666666666667,1613
-122.933333333333,51.0666666666667,1543
-122.866666666667,51.0666666666667,1384
-122.8,51.0666666666667,1334
-122.733333333333,51.0666666666667,1421
-122.666666666667,51.0666666666667,1983
-122.6,51.0666666666667,2634
-122.533333333333,51.0666666666667,1957
-122.466666666667,51.0666666666667,1898
-122.4,51.0666666666667,1795
-122.333333333333,51.0666666666667,1746
-122.266666666667,51.0666666666667,1752
-122.2,51.0666666666667,1566
-122.133333333333,51.0666666666667,1521
-122.066666666667,51.0666666666667,1102
-122,51.0666666666667,1170
-121.933333333333,51.0666666666667,1302
-121.866666666667,51.0666666666667,1757
-121.8,51.0666666666667,1588
-121.733333333333,51.0666666666667,1716
-121.666666666667,51.0666666666667,1299
-121.6,51.0666666666667,1273
-121.533333333333,51.0666666666667,1377
-129.466666666667,51,-203
-129.4,51,-189
-129.333333333333,51,-171
-129.266666666667,51,-147
-129.2,51,-135
-129.133333333333,51,-111
-129.066666666667,51,-80
-129,51,-49
